identity,label_index,support,precision,recall,f1-score,underrepresented,not_predicted
SeaTurtleID2022_t133,781,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t135,782,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t136,783,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t137,784,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t138,785,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t139,786,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t140,787,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t141,788,9.0,0.9,1.0,0.9473684210526315,False,False
SeaTurtleID2022_t142,789,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t143,790,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t144,791,2.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t145,792,2.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t146,793,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t148,794,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t149,795,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t150,796,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t151,797,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t152,798,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t154,799,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t155,800,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t156,801,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t157,802,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t158,803,11.0,1.0,0.8181818181818182,0.9,False,False
SeaTurtleID2022_t159,804,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t160,805,6.0,0.8571428571428571,1.0,0.9230769230769231,False,False
SeaTurtleID2022_t161,806,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t162,807,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t163,808,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t164,809,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t165,810,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t166,811,7.0,1.0,0.8571428571428571,0.9230769230769231,False,False
SeaTurtleID2022_t167,812,5.0,1.0,0.8,0.8888888888888888,False,False
SeaTurtleID2022_t168,813,2.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t169,814,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t170,815,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t171,816,7.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t172,817,3.0,0.75,1.0,0.8571428571428571,True,False
SeaTurtleID2022_t173,818,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t174,819,8.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t175,820,7.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t177,821,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t180,822,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t181,823,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t182,824,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t183,825,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t184,826,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t185,827,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t186,828,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t189,829,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t191,831,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t192,832,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t194,833,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t195,834,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t196,835,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t197,836,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t198,837,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t199,838,8.0,0.8888888888888888,1.0,0.9411764705882353,False,False
SeaTurtleID2022_t200,839,10.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t201,840,11.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,False,False
SeaTurtleID2022_t202,841,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t203,842,6.0,1.0,0.8333333333333334,0.9090909090909091,False,False
SeaTurtleID2022_t204,843,17.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t205,844,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t206,845,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t207,846,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t208,847,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t211,848,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t212,849,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t213,850,10.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t214,851,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t215,852,5.0,1.0,0.6,0.75,False,False
SeaTurtleID2022_t216,853,12.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t217,854,35.0,1.0,0.9428571428571428,0.9705882352941176,False,False
SeaTurtleID2022_t219,855,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t220,856,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t221,857,16.0,0.8421052631578947,1.0,0.9142857142857143,False,False
SeaTurtleID2022_t222,858,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t223,859,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t224,860,4.0,0.6,0.75,0.6666666666666666,True,False
SeaTurtleID2022_t225,861,6.0,1.0,0.8333333333333334,0.9090909090909091,False,False
SeaTurtleID2022_t226,862,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t227,863,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t228,864,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t229,865,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t230,866,10.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t231,867,14.0,0.875,1.0,0.9333333333333333,False,False
SeaTurtleID2022_t232,868,9.0,1.0,0.8888888888888888,0.9411764705882353,False,False
SeaTurtleID2022_t233,869,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t234,870,8.0,1.0,0.875,0.9333333333333333,False,False
SeaTurtleID2022_t235,871,17.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t236,872,20.0,0.9047619047619048,0.95,0.926829268292683,False,False
SeaTurtleID2022_t237,873,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t238,874,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t239,875,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t240,876,8.0,1.0,0.875,0.9333333333333333,False,False
SeaTurtleID2022_t241,877,7.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t242,878,7.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t243,879,38.0,0.9024390243902439,0.9736842105263158,0.9367088607594937,False,False
SeaTurtleID2022_t244,880,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t245,881,10.0,0.8333333333333334,1.0,0.9090909090909091,False,False
SeaTurtleID2022_t246,882,9.0,0.9,1.0,0.9473684210526315,False,False
SeaTurtleID2022_t248,883,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t249,884,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t250,885,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t251,886,9.0,0.9,1.0,0.9473684210526315,False,False
SeaTurtleID2022_t252,887,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t253,888,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t254,889,9.0,1.0,0.8888888888888888,0.9411764705882353,False,False
SeaTurtleID2022_t255,890,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t257,891,9.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t258,892,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t259,893,3.0,1.0,0.3333333333333333,0.5,True,False
SeaTurtleID2022_t260,894,8.0,0.8888888888888888,1.0,0.9411764705882353,False,False
SeaTurtleID2022_t261,895,6.0,1.0,0.8333333333333334,0.9090909090909091,False,False
SeaTurtleID2022_t262,896,2.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t263,897,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t264,898,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t265,899,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t266,900,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t267,901,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t268,902,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t269,903,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t270,904,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t271,905,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t272,906,1.0,0.3333333333333333,1.0,0.5,True,False
SeaTurtleID2022_t273,907,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t274,908,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t275,909,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t276,910,4.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t277,911,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t278,912,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t280,913,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t281,914,6.0,1.0,0.8333333333333334,0.9090909090909091,False,False
SeaTurtleID2022_t283,915,7.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t285,916,4.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t286,917,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t287,918,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t288,919,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t289,920,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t291,921,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t292,922,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t293,923,3.0,1.0,0.6666666666666666,0.8,True,False
SeaTurtleID2022_t294,924,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t295,925,10.0,0.8181818181818182,0.9,0.8571428571428571,False,False
SeaTurtleID2022_t296,926,5.0,0.8333333333333334,1.0,0.9090909090909091,False,False
SeaTurtleID2022_t297,927,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t298,928,5.0,0.8333333333333334,1.0,0.9090909090909091,False,False
SeaTurtleID2022_t299,929,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t300,930,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t301,931,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t302,932,7.0,1.0,0.8571428571428571,0.9230769230769231,False,False
SeaTurtleID2022_t303,933,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t305,934,9.0,0.9,1.0,0.9473684210526315,False,False
SeaTurtleID2022_t306,935,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t307,936,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t308,937,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t309,938,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t310,939,3.0,0.75,1.0,0.8571428571428571,True,False
SeaTurtleID2022_t311,940,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t312,941,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t313,942,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t314,943,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t315,944,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t316,945,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t317,946,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t318,947,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t319,948,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t320,949,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t321,950,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t322,951,15.0,0.8823529411764706,1.0,0.9375,False,False
SeaTurtleID2022_t323,952,31.0,0.8529411764705882,0.9354838709677419,0.8923076923076924,False,False
SeaTurtleID2022_t325,953,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t327,954,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t328,955,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t329,956,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t330,957,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t331,958,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t333,959,8.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t334,960,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t335,961,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t337,962,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t338,963,4.0,0.5,0.25,0.3333333333333333,True,False
SeaTurtleID2022_t339,964,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t340,965,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t341,966,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t342,967,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t343,968,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t344,969,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t345,970,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t346,971,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t347,972,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t348,973,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t350,974,7.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,False
SeaTurtleID2022_t351,975,5.0,0.7142857142857143,1.0,0.8333333333333334,False,False
SeaTurtleID2022_t352,976,6.0,0.8571428571428571,1.0,0.9230769230769231,False,False
SeaTurtleID2022_t353,977,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t354,978,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t355,979,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t357,980,3.0,0.6,1.0,0.75,True,False
SeaTurtleID2022_t358,981,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t359,982,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t360,983,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t361,984,2.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t362,985,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t363,986,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t364,987,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t365,988,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t366,989,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t367,990,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t368,991,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t369,992,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t371,993,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t372,994,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t373,995,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t374,996,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t375,997,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t376,998,9.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t377,999,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t378,1000,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t379,1001,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t380,1002,3.0,0.75,1.0,0.8571428571428571,True,False
SeaTurtleID2022_t381,1003,0.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t382,1004,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t384,1006,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t385,1007,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t386,1008,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t387,1009,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t388,1010,6.0,1.0,0.8333333333333334,0.9090909090909091,False,False
SeaTurtleID2022_t389,1011,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t390,1012,3.0,0.6,1.0,0.75,True,False
SeaTurtleID2022_t392,1013,2.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t393,1014,3.0,1.0,0.6666666666666666,0.8,True,False
SeaTurtleID2022_t395,1015,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t396,1016,6.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t397,1017,9.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t398,1018,19.0,0.9444444444444444,0.8947368421052632,0.918918918918919,False,False
SeaTurtleID2022_t399,1019,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t400,1020,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t401,1021,5.0,1.0,0.8,0.8888888888888888,False,False
SeaTurtleID2022_t402,1022,3.0,1.0,0.6666666666666666,0.8,True,False
SeaTurtleID2022_t403,1023,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t404,1024,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t405,1025,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,False
SeaTurtleID2022_t406,1026,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t407,1027,7.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t408,1028,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t409,1029,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t410,1030,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t411,1031,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t412,1032,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t413,1033,3.0,1.0,0.6666666666666666,0.8,True,False
SeaTurtleID2022_t415,1034,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t417,1035,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t418,1036,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t419,1037,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t420,1038,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t421,1039,6.0,0.8571428571428571,1.0,0.9230769230769231,False,False
SeaTurtleID2022_t422,1040,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t423,1041,4.0,0.75,0.75,0.75,True,False
SeaTurtleID2022_t424,1042,3.0,1.0,0.6666666666666666,0.8,True,False
SeaTurtleID2022_t425,1043,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t426,1044,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t427,1045,7.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,False
SeaTurtleID2022_t429,1046,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t430,1047,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t431,1048,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t432,1049,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t433,1050,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t434,1051,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t435,1052,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t436,1053,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t437,1054,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t438,1055,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t439,1056,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t441,1057,22.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t442,1058,4.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t450,1059,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t451,1060,1.0,0.0,0.0,0.0,True,True
SeaTurtleID2022_t453,1061,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t459,1062,5.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t467,1063,4.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t468,1064,14.0,0.8235294117647058,1.0,0.9032258064516129,False,False
SeaTurtleID2022_t470,1065,6.0,1.0,0.6666666666666666,0.8,False,False
SeaTurtleID2022_t471,1066,4.0,0.8,1.0,0.8888888888888888,True,False
SeaTurtleID2022_t473,1067,9.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t474,1068,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t478,1069,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t490,1070,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t492,1071,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t493,1072,4.0,1.0,0.75,0.8571428571428571,True,False
SeaTurtleID2022_t496,1073,2.0,0.5,0.5,0.5,True,False
SeaTurtleID2022_t497,1074,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t500,1075,2.0,0.5,0.5,0.5,True,False
SeaTurtleID2022_t514,1076,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t518,1077,3.0,1.0,0.6666666666666666,0.8,True,False
SeaTurtleID2022_t522,1078,19.0,1.0,1.0,1.0,False,False
SeaTurtleID2022_t524,1079,1.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t527,1080,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t528,1081,3.0,0.75,1.0,0.8571428571428571,True,False
SeaTurtleID2022_t544,1082,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t547,1083,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t548,1084,2.0,1.0,0.5,0.6666666666666666,True,False
SeaTurtleID2022_t553,1085,4.0,0.4444444444444444,1.0,0.6153846153846154,True,False
SeaTurtleID2022_t554,1086,2.0,0.6666666666666666,1.0,0.8,True,False
SeaTurtleID2022_t559,1087,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t566,1088,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t567,1089,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t568,1090,2.0,0.5,1.0,0.6666666666666666,True,False
SeaTurtleID2022_t570,1091,3.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t584,1092,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t585,1093,3.0,0.75,1.0,0.8571428571428571,True,False
SeaTurtleID2022_t586,1094,1.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t589,1095,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t590,1096,3.0,0.75,1.0,0.8571428571428571,True,False
SeaTurtleID2022_t591,1097,3.0,0.6,1.0,0.75,True,False
SeaTurtleID2022_t594,1098,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t600,1099,3.0,0.6,1.0,0.75,True,False
SeaTurtleID2022_t603,1100,2.0,1.0,1.0,1.0,True,False
SeaTurtleID2022_t610,1101,3.0,1.0,0.6666666666666666,0.8,True,False
