epoch,train_loss,val_loss,val_acc,learning_rate
1,6.037797474208936,4.959719385206699,0.10501567398119123,2.6666666666666667e-05
2,4.520970326064205,3.457563564926386,0.3091692789968652,5.333333333333333e-05
3,3.2272576068310026,2.389548594504595,0.49294670846394983,8e-05
4,2.215494372652657,1.9239450853317976,0.5885579937304075,7.703703703703704e-05
5,1.4152461733204798,1.5217390825971961,0.6865203761755486,7.407407407407409e-05
6,0.9195012826370613,1.3851123748347163,0.7159090909090909,7.11111111111111e-05
7,0.5695848509918412,1.28847714709118,0.7355015673981191,6.814814814814815e-05
8,0.3841588213575557,1.2622499516233803,0.7468652037617555,6.518518518518519e-05
9,0.26781124426448283,1.2988951832521707,0.7429467084639498,6.222222222222223e-05
10,0.22237733705960055,1.2897248552180827,0.7496081504702194,5.925925925925926e-05
11,0.17848839144516837,1.3017540907021612,0.7437304075235109,5.62962962962963e-05
12,0.16181263022371045,1.2720972100039944,0.7550940438871473,5.333333333333333e-05
13,0.1327953002108459,1.3514202107209712,0.7417711598746082,5.037037037037037e-05
14,0.11843448225727254,1.2834736888296903,0.7582288401253918,4.7407407407407407e-05
15,0.11557809246837028,1.2674570287112146,0.7621473354231975,4.444444444444445e-05
16,0.09250084046305562,1.2580581315793098,0.7621473354231975,4.148148148148148e-05
17,0.07681815950840423,1.2655263123102487,0.768025078369906,3.851851851851852e-05
18,0.06425488419585938,1.2358715725596994,0.7766457680250783,3.555555555555555e-05
19,0.06847337192293514,1.2371966495644302,0.7727272727272727,3.259259259259259e-05
20,0.0559936441567098,1.2597522589378058,0.7617554858934169,2.962962962962963e-05
21,0.05174700689546645,1.245707065425813,0.7762539184952978,2.6666666666666667e-05
22,0.04206781751077444,1.2320310247596353,0.7786050156739812,2.3703703703703703e-05
23,0.041454074275096044,1.2063857844215817,0.7840909090909091,2.074074074074074e-05
24,0.03367486448942947,1.1876183218555525,0.7927115987460815,1.7777777777777777e-05
25,0.03047235866907367,1.1636971276951953,0.7887931034482759,1.4814814814814815e-05
26,0.027554923777687357,1.1869249404757283,0.7942789968652038,1.1851851851851852e-05
27,0.026489935788442026,1.1807549343211576,0.7938871473354232,8.888888888888888e-06
28,0.022262993569216568,1.177937852917239,0.7942789968652038,5.925925925925926e-06
29,0.018831375732685396,1.1688579394482077,0.7946708463949843,2.962962962962963e-06
30,0.017461641566695378,1.1599281084723772,0.7966300940438872,0.0
