epoch,train_loss,val_loss,val_acc,learning_rate
1,5.527656816874594,3.2629428111647365,0.4416144200626959,2.6666666666666667e-05
2,2.433584843883942,1.5028800699030718,0.7398119122257053,5.333333333333333e-05
3,1.128403118406748,1.1346310508498765,0.7801724137931034,8e-05
4,0.459990934590175,0.9929003163553237,0.8025078369905956,7.703703703703704e-05
5,0.20687341254390634,0.9719148349968664,0.8119122257053292,7.407407407407409e-05
6,0.1611907371975507,0.9802068741349824,0.799373040752351,7.11111111111111e-05
7,0.12184764694802513,0.9503659770961232,0.8083855799373041,6.814814814814815e-05
8,0.11638579305403708,0.940536662590979,0.8099529780564263,6.518518518518519e-05
9,0.08947710477596019,1.0046853025890536,0.8083855799373041,6.222222222222223e-05
10,0.08652422300696133,0.9533566568965723,0.8099529780564263,5.925925925925926e-05
11,0.07329822499174861,1.0367415260346928,0.7919278996865203,5.62962962962963e-05
12,0.05904798853486065,0.9675739493358262,0.8130877742946708,5.333333333333333e-05
13,0.054790730443641786,0.9517177873131232,0.8166144200626959,5.037037037037037e-05
14,0.05423287864497791,0.9538245177575968,0.8107366771159875,4.7407407407407407e-05
15,0.04750547650168422,0.9447396073250799,0.8205329153605015,4.444444444444445e-05
16,0.03441482085782176,0.9341755742471294,0.825626959247649,4.148148148148148e-05
17,0.03319752951785415,0.9761776573063556,0.8150470219435737,3.851851851851852e-05
18,0.0358826101735725,0.9305870016587647,0.825626959247649,3.555555555555555e-05
19,0.02937584528761316,0.9152669678704479,0.8279780564263323,3.259259259259259e-05
20,0.026982821536502947,0.9126144022393019,0.8287617554858934,2.962962962962963e-05
21,0.02303196692422451,0.9338845129805522,0.8299373040752351,2.6666666666666667e-05
22,0.01858704706695652,0.8538814460944281,0.8385579937304075,2.3703703703703703e-05
23,0.018167799734595348,0.8379344543672486,0.8409090909090909,2.074074074074074e-05
24,0.01762218774277211,0.8547807836533432,0.8342476489028213,1.7777777777777777e-05
25,0.01276209908079592,0.8272999382275987,0.8389498432601881,1.4814814814814815e-05
26,0.012292169808814195,0.8183591237714931,0.8479623824451411,1.1851851851851852e-05
27,0.007840839620771794,0.8076458879164238,0.8467868338557993,8.888888888888888e-06
28,0.008707995377444832,0.810538011725038,0.8487460815047022,5.925925925925926e-06
29,0.005710975097051179,0.7981193903902054,0.8514890282131662,2.962962962962963e-06
30,0.005092091246453076,0.7942850526700437,0.8518808777429467,0.0
